polygon_id,longitude,latitude,phase_angle,incidence_angle,emission_angle,pixel_x,pixel_y,brightness_temperature,local_solar_time,local_solar_time_normal_vector
35916,349.949,-7.106,14.808,26.356,37.836,114,125,331.23,10.842,11.437
35917,349.988,-7.932,14.796,30.643,40.799,115,127,331.85,10.845,11.495
35918,350.49,-8.289,14.759,31.001,40.273,116,127,332.1,10.878,11.676
35919,350.574,-9.119,14.744,27.131,37.566,116,128,334.29,10.884,11.617
35920,350.153,-9.584,14.764,32.069,42.48,116,129,333.93,10.856,11.373
35921,350.243,-10.434,14.75,29.203,40.478,116,130,333.43,10.862,11.339
35922,350.761,-10.834,14.716,29.206,40.351,117,130,332.32,10.896,11.366
35923,350.453,-11.727,14.725,30.753,41.491,117,132,333.68,10.876,11.383
35924,351.02,-12.117,14.687,30.841,40.695,118,132,336.04,10.914,11.581
35925,351.072,-12.974,14.675,29.89,40.031,119,133,337.55,10.917,11.569
35926,350.583,-13.47,14.704,14.056,23.068,118,134,340.67,10.884,12.392
35927,350.957,-14.353,14.683,4.54,18.888,119,135,345.14,10.909,12.221
35928,350.45,-14.891,14.717,19.876,33.14,119,136,345.38,10.876,11.49
35929,350.87,-15.759,14.689,31.812,41.045,119,137,340.99,10.904,11.721
35930,350.438,-16.297,14.711,19.368,27.99,119,138,337.72,10.875,12.3
35931,350.972,-17.101,14.667,36.287,40.664,120,138,332.25,10.911,12.797
35932,350.54,-17.516,14.681,60.218,66.881,120,139,332.02,10.882,11.077
35933,350.714,-18.258,14.65,44.182,53.586,121,140,328.59,10.893,11.039
35934,351.348,-18.7,14.613,44.666,56.017,122,140,328.82,10.936,10.379
35935,351.453,-19.614,14.596,42.652,54.428,123,141,330.34,10.943,10.406
35936,350.925,-20.073,14.616,38.031,49.801,122,142,331.77,10.907,10.736
35937,350.947,-21.043,14.607,36.817,48.878,123,143,334.78,10.909,10.742
35938,351.497,-21.548,14.579,37.234,49.899,124,143,331.94,10.946,10.547
35939,351.466,-22.509,14.573,41.881,53.601,124,144,331.09,10.943,10.5
35940,350.891,-22.924,14.589,55.883,67.845,124,145,328.07,10.905,9.304
35941,351.086,-23.833,14.569,52.0,64.636,124,146,329.31,10.918,9.455
35942,350.387,-24.223,14.591,42.602,54.995,124,146,329.31,10.871,10.267
35943,350.217,-25.181,14.592,38.482,51.7,124,147,337.57,10.86,10.333
35944,350.754,-25.708,14.565,37.519,47.566,125,148,332.92,10.896,11.306
35945,350.401,-26.652,14.567,47.673,56.005,125,149,326.6,10.873,11.331
35946,350.99,-27.165,14.535,47.465,59.102,126,149,329.75,10.912,10.145
35947,350.989,-28.167,14.524,44.879,56.962,127,150,330.52,10.912,10.208
35948,350.409,-28.613,14.54,49.406,61.621,126,151,332.49,10.873,9.821
35949,350.675,-29.656,14.519,51.192,63.142,127,152,329.28,10.891,9.761
35950,350.042,-30.099,14.536,45.66,57.403,127,152,329.28,10.848,10.276
35951,350.285,-31.164,14.516,45.457,57.25,128,153,327.4,10.865,10.28
35952,349.661,-31.641,14.534,41.52,53.167,128,153,327.4,10.823,10.618
35953,349.66,-32.662,14.52,53.881,63.582,128,154,326.71,10.823,10.391
35954,350.284,-33.229,14.49,54.763,66.625,129,155,329.76,10.864,9.502
35955,350.073,-34.194,14.481,59.241,70.501,129,156,326.4,10.851,9.28
35956,350.766,-34.751,14.448,58.175,68.038,130,156,326.34,10.897,9.93
35957,350.767,-35.651,14.431,57.106,67.133,131,157,326.87,10.897,9.973
35958,351.607,-36.152,14.394,57.433,67.694,132,157,322.68,10.953,9.84
35959,351.568,-37.068,14.379,57.42,67.699,132,158,323.35,10.95,9.841
35960,352.233,-37.606,14.348,57.308,65.897,133,158,321.4,10.994,10.654
35961,351.846,-38.631,14.346,45.111,55.417,133,159,331.46,10.969,10.849
35962,352.344,-39.205,14.321,46.98,54.529,134,159,328.28,11.002,11.832
35963,352.163,-40.305,14.318,32.997,42.778,134,160,334.37,10.99,11.69
35964,351.49,-40.837,14.339,39.827,50.536,134,161,338.28,10.945,11.064
35965,351.75,-41.949,14.329,26.268,39.62,135,162,340.88,10.962,11.112
35966,351.125,-42.472,14.351,34.693,48.176,135,163,340.43,10.921,10.538
35967,351.004,-43.482,14.365,26.259,40.316,135,164,349.44,10.912,10.691
35968,351.491,-44.001,14.355,16.193,29.199,135,164,349.44,10.945,11.785
35969,350.704,43.967,13.505,21.843,31.481,133,67,335.82,10.893,11.629
35970,350.262,43.494,13.528,21.877,30.708,133,68,332.97,10.863,11.748
35971,350.623,42.739,13.517,11.609,24.965,133,69,335.96,10.887,11.702
35972,350.065,42.266,13.545,14.658,13.058,133,70,341.41,10.85,13.004
35973,350.201,41.499,13.543,11.873,10.228,133,71,337.88,10.859,12.988
35974,349.539,41.019,13.576,7.576,20.571,132,72,329.23,10.815,12.01
35975,349.708,40.166,13.579,33.158,36.028,132,73,329.38,10.826,12.322
35976,349.188,39.614,13.614,34.999,35.937,131,73,326.72,10.791,12.651
35977,349.294,38.597,13.63,31.714,33.078,131,74,332.05,10.799,12.601
35978,349.909,38.122,13.611,32.481,34.203,132,75,328.63,10.839,12.523
35979,349.669,37.061,13.643,30.249,32.32,131,76,330.49,10.824,12.491
35980,350.218,36.55,13.628,35.605,39.294,131,77,328.39,10.86,12.078
35981,350.296,35.471,13.646,32.015,36.421,131,78,329.44,10.865,12.036
35982,349.809,34.914,13.68,33.238,36.125,130,78,330.14,10.833,12.279
35983,350.265,33.842,13.679,28.285,32.188,131,79,334.07,10.863,12.214
35984,349.782,33.29,13.711,28.296,32.178,130,80,331.1,10.831,12.216
35985,350.237,32.197,13.712,37.187,39.233,130,81,332.97,10.861,12.336
35986,349.752,31.635,13.748,36.09,39.29,129,82,330.39,10.829,12.127
35987,349.759,30.538,13.774,45.268,46.914,129,83,326.59,10.829,12.259
35988,350.238,29.989,13.764,38.417,38.457,129,83,326.59,10.861,12.71
35989,350.225,28.9,13.794,46.538,45.613,129,84,324.35,10.861,12.884
35990,349.742,28.373,13.834,44.71,45.169,128,84,324.85,10.828,12.547
35991,350.142,27.302,13.846,50.887,50.587,128,85,321.09,10.855,12.679
35992,349.645,26.796,13.888,49.995,50.41,127,86,316.15,10.822,12.479
35993,349.63,25.82,13.924,62.983,62.042,126,86,315.67,10.821,12.816
35994,350.103,25.324,13.918,58.045,56.224,126,87,316.9,10.852,13.139
35995,350.109,24.407,13.955,62.502,60.271,126,87,316.9,10.853,13.324
35996,349.624,23.964,13.998,56.332,58.992,125,88,314.99,10.821,11.589
35997,349.589,23.017,14.035,59.983,62.124,124,88,314.5,10.818,11.618
35998,350.068,22.551,14.029,58.704,60.678,124,89,304.57,10.85,11.721
35999,349.642,21.633,14.087,60.145,61.907,123,90,307.02,10.822,11.739
36000,350.149,21.213,14.08,70.429,73.321,123,90,307.02,10.856,10.7
36001,350.217,20.35,14.114,61.334,65.484,123,90,307.02,10.86,10.802
36002,349.771,19.869,14.154,61.141,65.473,122,91,314.37,10.83,10.75
36003,349.835,18.948,14.185,53.849,59.336,121,92,314.48,10.835,10.812
36004,350.348,18.493,14.175,48.468,53.479,122,92,316.38,10.869,11.206
36005,350.342,17.525,14.205,44.931,50.581,121,93,320.78,10.868,11.209
36006,349.826,17.033,14.246,44.709,50.79,120,94,324.91,10.834,11.12
36007,349.844,16.072,14.273,40.338,47.385,120,95,324.99,10.835,11.118
36008,350.381,15.593,14.257,40.778,47.82,120,95,324.99,10.871,11.091
36009,350.139,14.64,14.296,40.53,47.613,120,96,325.89,10.855,11.091
36010,350.745,14.243,14.281,66.165,74.662,120,97,331.68,10.895,9.147
36011,350.828,13.335,14.3,43.09,56.434,120,98,332.87,10.901,9.732
36012,350.306,12.79,14.336,38.253,44.923,119,99,322.97,10.866,11.272
36013,350.265,11.877,14.369,52.203,56.326,119,100,316.36,10.863,11.201
36014,350.751,11.456,14.356,45.154,48.518,119,100,316.36,10.896,11.684
36015,350.776,10.604,14.389,54.625,56.618,118,101,315.56,10.898,11.703
36016,350.322,10.163,14.433,50.6,56.019,118,101,315.56,10.867,10.926
36017,350.713,9.365,14.443,52.104,57.236,118,102,312.2,10.893,10.91
36018,350.186,8.914,14.49,52.228,57.196,117,103,312.3,10.858,10.947
36019,350.496,8.137,14.504,49.722,55.082,117,104,312.8,10.879,10.97
36020,349.961,7.685,14.552,49.583,55.153,116,104,311.59,10.843,10.926
36021,350.017,6.884,14.581,49.881,55.371,115,105,313.7,10.847,10.924
36022,350.603,6.541,14.562,52.064,57.737,116,106,316.59,10.886,10.752
36023,350.752,5.727,14.584,42.959,50.384,115,107,316.81,10.896,10.849
36024,350.316,5.273,14.626,45.302,50.125,115,107,316.81,10.867,11.291
36025,350.355,4.461,14.656,43.541,48.664,114,108,316.74,10.869,11.298
36026,350.827,4.066,14.641,40.091,44.923,115,109,318.01,10.901,11.503
36027,350.854,3.247,14.669,40.958,45.582,114,110,322.2,10.902,11.502
36028,350.406,2.823,14.713,39.339,45.735,113,111,321.32,10.873,11.224
36029,350.792,2.007,14.715,31.915,40.209,114,112,325.31,10.898,11.252
36030,350.281,1.581,14.761,33.069,39.009,113,112,327.37,10.864,11.584
36031,350.267,0.738,14.784,20.597,30.797,112,114,327.37,10.863,11.582
36032,350.772,0.3,14.76,25.859,35.813,113,114,327.81,10.897,11.32
36033,350.41,-0.572,14.8,18.659,32.068,112,116,330.63,10.873,11.323
36034,350.907,-1.004,14.775,21.279,34.334,113,116,329.4,10.906,11.191
36035,350.621,-1.84,14.801,19.856,34.448,113,117,333.67,10.887,11.194
36036,351.214,-2.247,14.764,17.898,31.975,114,118,336.18,10.927,11.419
36037,350.98,-3.058,14.778,21.213,34.185,114,119,334.8,10.911,11.417
36038,351.539,-3.485,14.742,22.373,36.292,114,120,332.36,10.948,11.161
36039,351.315,-4.255,14.752,30.091,41.853,115,121,330.25,10.933,11.126
36040,351.919,-4.64,14.71,30.032,40.766,115,122,332.3,10.974,11.352
36041,351.973,-5.397,14.697,31.513,41.928,116,123,335.38,10.977,11.348
36042,351.43,-5.778,14.726,27.927,38.217,116,123,335.38,10.941,11.574
36043,351.339,-6.602,14.724,25.184,36.203,116,125,334.33,10.935,11.575
36044,351.786,-7.045,14.693,24.752,36.74,117,125,333.1,10.965,11.407
36045,351.359,-7.858,14.712,33.18,43.18,116,126,331.99,10.936,11.383
36046,351.867,-8.296,14.677,32.606,44.439,117,127,331.44,10.97,10.977
36047,351.496,-9.108,14.69,32.827,44.65,117,128,335.62,10.945,10.975
36048,352.004,-9.542,14.655,33.823,43.149,118,129,337.05,10.979,11.526
36049,351.639,-10.371,14.667,27.873,38.604,118,130,332.84,10.955,11.517
36050,352.167,-10.817,14.633,27.688,39.124,119,130,334.1,10.99,11.374
36051,351.856,-11.669,14.643,32.69,42.971,119,131,328.24,10.969,11.373
36052,352.421,-12.063,14.603,35.131,41.8,120,132,334.06,11.007,12.171
36053,352.457,-12.875,14.589,30.126,37.755,120,133,340.12,11.009,12.107
36054,351.945,-13.338,14.617,26.865,34.027,120,134,341.84,10.975,12.303
36055,352.254,-14.217,14.592,19.364,28.463,121,135,342.4,10.996,12.204
36056,351.752,-14.736,14.629,11.762,6.94,120,135,344.79,10.963,13.235
36057,351.734,-15.665,14.63,27.516,26.371,121,137,339.53,10.961,13.591
36058,352.215,-16.119,14.596,13.119,26.049,121,137,339.53,10.993,11.917
36059,351.89,-17.017,14.611,39.402,46.241,121,138,332.76,10.972,12.07
36060,352.414,-17.504,14.578,36.781,49.733,122,139,334.05,11.007,10.473
36061,352.156,-18.355,14.582,45.802,57.243,122,140,328.82,10.989,10.257
36062,352.712,-18.927,14.559,55.59,70.114,123,140,335.01,11.026,8.707
36063,352.349,-19.767,14.565,62.684,76.728,123,141,330.34,11.002,8.26
36064,352.789,-20.269,14.541,61.819,70.847,124,142,330.66,11.032,9.679
36065,352.41,-21.106,14.542,40.422,53.361,124,143,331.94,11.006,10.237
36066,352.972,-21.615,14.514,39.48,50.842,125,143,330.15,11.044,10.75
36067,352.951,-22.546,14.505,44.225,54.696,125,144,329.92,11.043,10.712
36068,352.361,-22.998,14.527,38.141,48.304,125,145,328.78,11.003,11.203
36069,352.558,-23.894,14.506,44.709,53.67,126,146,328.93,11.016,11.216
36070,351.856,-24.312,14.532,46.479,55.685,125,146,327.61,10.969,11.027
36071,351.698,-25.231,14.526,39.393,49.941,126,147,330.84,10.959,11.036
36072,352.238,-25.759,14.499,39.757,52.232,126,148,331.03,10.995,10.438
36073,351.882,-26.747,14.505,45.9,57.281,127,149,328.91,10.971,10.338
36074,352.464,-27.283,14.477,46.209,58.152,127,149,328.91,11.01,10.134
36075,352.437,-28.305,14.471,40.299,53.274,128,150,331.9,11.008,10.265
36076,351.858,-28.769,14.489,50.429,63.524,128,151,332.04,10.969,9.47
36077,352.125,-29.799,14.469,57.624,69.639,128,152,327.99,10.987,9.163
36078,351.522,-30.24,14.483,50.607,62.38,128,152,327.99,10.947,9.864
36079,351.79,-31.263,14.46,54.092,65.323,129,153,324.59,10.965,9.75
36080,351.187,-31.745,14.476,42.103,52.688,129,154,327.6,10.925,10.911
36081,351.19,-32.788,14.464,44.414,54.614,129,154,327.6,10.925,10.9
36082,351.814,-33.318,14.433,44.446,53.904,130,155,326.43,10.967,11.164
36083,351.6,-34.316,14.426,50.748,59.23,131,156,324.6,10.952,11.176
36084,352.306,-34.834,14.392,51.128,61.224,131,156,324.6,10.999,10.459
36085,352.309,-35.772,14.377,52.898,62.752,132,157,322.68,10.999,10.421
36086,353.15,-36.259,14.341,52.848,62.655,133,157,322.97,11.056,10.444
36087,353.116,-37.177,14.326,59.107,68.099,133,158,321.4,11.053,10.258
36088,353.783,-37.698,14.293,59.138,67.829,134,158,320.12,11.098,10.416
36089,353.402,-38.703,14.289,51.47,61.198,135,159,324.79,11.072,10.606
36090,353.897,-39.284,14.266,51.175,61.478,135,159,324.79,11.106,10.392
36091,353.719,-40.397,14.262,41.819,53.474,136,160,333.04,11.094,10.601
36092,353.049,-40.915,14.283,34.77,45.816,135,161,338.56,11.049,11.241
36093,353.297,-42.066,14.273,29.643,41.61,136,162,339.67,11.066,11.276
36094,352.67,-42.565,14.298,19.742,30.488,136,163,340.38,11.024,12.029
36095,352.538,-43.611,14.311,14.306,26.507,136,164,350.1,11.015,12.015
36096,353.003,-44.169,14.297,14.773,25.742,136,164,350.1,11.046,12.189
36097,352.144,44.04,13.446,23.95,36.463,135,67,335.83,10.989,11.037
36098,351.682,43.612,13.468,20.94,30.071,134,68,333.23,10.958,11.741
36099,352.058,42.848,13.456,12.006,25.094,134,69,337.55,10.983,11.703
36100,351.442,42.448,13.482,13.641,26.958,134,70,338.44,10.942,11.568
36101,351.617,41.663,13.479,21.832,31.503,134,71,333.84,10.953,11.605
36102,350.935,41.187,13.512,22.743,33.371,133,72,328.66,10.908,11.412
36103,351.174,40.263,13.514,32.565,40.182,133,73,327.32,10.924,11.439
36104,350.609,39.723,13.548,34.153,37.929,133,73,327.32,10.886,12.121
36105,350.702,38.696,13.564,32.441,36.491,133,74,328.02,10.893,12.107
36106,351.354,38.212,13.545,36.235,41.308,133,75,328.38,10.936,11.784
36107,351.108,37.127,13.577,36.495,41.488,132,76,328.51,10.919,11.785
36108,351.691,36.611,13.563,36.927,41.97,133,77,331.51,10.958,11.753
36109,351.766,35.526,13.58,32.326,38.315,132,78,332.89,10.963,11.727
36110,351.256,34.961,13.613,32.838,37.931,132,78,332.89,10.929,11.875
36111,351.717,33.893,13.611,28.256,34.405,132,80,331.97,10.96,11.844
36112,351.213,33.33,13.643,29.056,33.859,131,80,330.82,10.926,12.038
36113,351.675,32.238,13.643,36.862,40.033,131,81,331.72,10.957,12.108
36114,351.182,31.659,13.679,37.546,40.006,131,82,329.21,10.924,12.236
36115,351.67,30.565,13.681,45.172,46.524,131,83,325.71,10.957,12.327
36116,351.192,30.001,13.718,42.016,46.247,130,83,325.56,10.925,11.705
36117,351.653,28.917,13.724,47.231,50.593,130,84,326.71,10.956,11.731
36118,351.139,28.358,13.763,49.04,50.603,129,85,319.98,10.922,12.174
36119,351.558,27.299,13.774,51.836,53.029,129,86,314.69,10.949,12.209
36120,351.045,26.771,13.816,52.294,53.094,128,86,314.79,10.915,12.319
36121,351.014,25.767,13.852,59.999,59.994,128,87,312.27,10.913,12.457
36122,351.491,25.284,13.845,60.984,61.117,128,87,312.27,10.945,12.379
36123,351.016,24.363,13.907,65.195,64.924,127,88,304.68,10.913,12.473
36124,351.452,23.884,13.901,54.977,53.046,127,88,304.68,10.943,13.136
36125,350.978,22.975,13.962,54.234,52.339,126,89,306.76,10.911,13.112
36126,351.454,22.544,13.956,76.528,78.025,126,89,306.76,10.943,10.963
36127,351.516,21.796,13.992,78.147,79.474,125,89,300.53,10.947,10.924
36128,351.084,21.34,14.033,73.456,78.007,124,90,314.02,10.918,9.74
36129,351.599,20.584,14.043,64.288,69.852,124,90,314.02,10.952,10.129
36130,351.163,20.038,14.083,64.316,69.854,123,91,313.71,10.923,10.134
36131,351.686,19.196,14.086,45.633,53.492,123,91,313.71,10.958,10.666
36132,351.275,18.601,14.123,48.588,53.654,123,92,319.18,10.931,11.181
36133,351.707,17.706,14.125,36.311,43.063,123,93,322.96,10.959,11.363
36134,351.195,17.129,14.169,39.666,42.615,122,94,326.11,10.925,12.005
36135,351.664,16.228,14.166,37.799,40.898,122,95,329.05,10.957,12.017
36136,351.297,15.669,14.203,37.151,40.659,121,95,328.2,10.932,11.953
36137,351.507,14.775,14.222,58.765,60.297,121,96,323.52,10.946,11.768
36138,352.074,14.394,14.201,46.136,44.05,122,97,319.4,10.984,13.027
36139,352.171,13.485,14.225,39.203,37.23,121,98,333.1,10.99,12.98
36140,351.687,12.958,14.266,29.85,42.727,121,98,333.1,10.958,10.652
36141,352.116,12.042,14.264,48.541,56.942,121,99,322.85,10.987,10.337
36142,351.676,11.52,14.302,50.088,56.314,120,100,317.18,10.957,10.75
36143,352.149,10.675,14.307,50.662,56.751,120,101,315.81,10.989,10.743
36144,351.687,10.224,14.351,54.967,57.158,119,101,313.04,10.958,11.619
36145,352.06,9.531,14.364,67.745,68.439,119,102,309.98,10.983,11.64
36146,351.542,9.114,14.412,61.392,68.919,118,103,317.46,10.948,9.697
36147,351.84,8.389,14.426,53.798,62.502,118,103,317.46,10.968,9.934
36148,351.322,7.863,14.47,54.685,61.361,117,104,312.8,10.934,10.351
36149,351.372,7.067,14.5,53.452,60.295,117,105,317.08,10.937,10.381
36150,351.943,6.753,14.48,46.365,52.485,117,105,317.08,10.975,10.946
36151,352.091,5.914,14.501,42.187,48.999,117,106,319.18,10.985,11.006
36152,351.666,5.414,14.542,42.026,49.02,116,107,317.82,10.957,10.977
36153,352.148,4.635,14.54,43.721,50.36,116,108,317.61,10.989,10.953
36154,351.726,4.148,14.582,43.583,50.367,116,109,323.02,10.961,10.93
36155,352.189,3.375,14.581,39.217,46.809,116,110,323.38,10.992,10.991
36156,351.745,2.902,14.625,41.619,46.605,115,110,320.92,10.962,11.39
36157,352.127,2.117,14.625,29.569,37.01,115,112,325.08,10.988,11.492
36158,351.622,1.645,14.671,29.555,37.03,114,112,325.31,10.954,11.489
36159,351.615,0.781,14.694,24.198,33.245,114,113,326.1,10.953,11.527
36160,352.119,0.386,14.669,23.745,32.744,115,114,334.08,10.987,11.551
36161,351.773,-0.527,14.71,16.287,28.306,114,115,329.03,10.964,11.611
36162,352.264,-0.924,14.684,16.415,28.384,115,116,330.04,10.997,11.605
36163,351.991,-1.806,14.711,13.528,27.451,115,117,332.62,10.978,11.711
36164,352.575,-2.176,14.672,13.819,27.856,116,118,334.4,11.017,11.67
36165,352.356,-3.044,14.689,15.132,28.594,115,119,332.21,11.003,11.686
36166,352.888,-3.405,14.65,17.231,24.125,116,120,336.79,11.038,12.498
36167,352.673,-4.231,14.661,18.673,25.216,116,121,332.89,11.024,12.517
36168,353.268,-4.579,14.619,17.743,31.383,117,121,333.38,11.064,11.491
36169,353.347,-5.414,14.613,21.941,34.072,118,123,330.28,11.069,11.517
36170,352.811,-5.824,14.642,35.672,47.709,117,123,331.62,11.033,10.7
36171,352.719,-6.648,14.641,31.386,44.559,117,125,333.1,11.027,10.727
36172,353.159,-7.102,14.615,31.622,45.021,118,125,334.16,11.056,10.656
36173,352.735,-7.935,14.632,36.115,48.431,118,126,337.53,11.028,10.619
36174,353.246,-8.385,14.601,36.181,48.601,119,127,335.78,11.062,10.587
36175,352.887,-9.179,14.611,41.545,52.81,119,128,334.5,11.038,10.525
36176,353.403,-9.564,14.574,43.621,51.215,120,129,339.35,11.072,11.521
36177,353.049,-10.373,14.584,27.156,38.413,120,130,334.74,11.049,11.43
36178,353.576,-10.781,14.548,28.734,36.932,121,130,330.57,11.084,12.006
36179,353.261,-11.618,14.557,35.601,42.474,121,131,323.89,11.063,12.094
36180,353.822,-11.976,14.515,35.709,42.471,122,132,338.07,11.101,12.119
36181,353.87,-12.825,14.504,23.39,32.789,122,133,337.62,11.104,11.986
36182,353.348,-13.278,14.532,33.045,43.102,122,133,337.62,11.069,11.407
36183,353.67,-14.187,14.509,23.568,36.034,123,134,336.63,11.09,11.393
36184,353.087,-14.663,14.542,23.218,35.722,122,135,339.16,11.051,11.414
36185,353.068,-15.635,14.545,19.482,33.145,122,136,340.41,11.05,11.406
36186,353.628,-16.126,14.515,18.663,31.429,123,137,338.06,11.088,11.626
36187,353.299,-17.095,14.534,25.101,36.016,123,138,334.59,11.066,11.653
36188,353.84,-17.59,14.504,25.396,38.334,124,139,339.29,11.102,11.201
36189,353.507,-18.572,14.525,20.83,34.991,124,140,341.63,11.079,11.214
36190,354.052,-19.074,14.499,19.446,33.027,124,141,335.83,11.116,11.43
36191,353.698,-19.93,14.509,55.194,61.742,124,142,330.66,11.092,11.554
36192,354.208,-20.383,14.476,51.732,63.472,125,142,331.18,11.126,9.688
36193,353.859,-21.233,14.479,47.425,59.836,125,143,330.15,11.103,9.85
36194,354.425,-21.76,14.449,47.16,57.612,126,144,327.45,11.141,10.486
36195,354.432,-22.647,14.436,48.761,58.992,127,145,327.35,11.141,10.449
36196,353.849,-23.051,14.457,43.067,52.937,127,145,327.35,11.102,10.984
36197,354.044,-23.935,14.434,50.628,59.399,127,146,332.43,11.115,10.888
36198,353.341,-24.326,14.46,44.353,52.173,127,146,332.43,11.068,11.645
36199,353.181,-25.274,14.459,30.306,40.668,127,147,331.63,11.058,11.572
36200,353.712,-25.81,14.436,34.862,49.135,128,148,332.74,11.093,10.231
36201,353.35,-26.829,14.448,47.488,59.561,128,149,327.54,11.069,9.985
36202,353.919,-27.348,14.422,47.633,59.854,129,149,331.11,11.107,9.927
36203,353.903,-28.336,14.413,51.12,62.73,129,150,329.86,11.106,9.843
36204,353.31,-28.837,14.433,33.403,44.199,129,151,332.08,11.066,11.328
36205,353.584,-29.842,14.414,38.302,48.062,130,152,328.65,11.085,11.369
36206,352.978,-30.34,14.433,54.018,64.929,129,152,329.32,11.044,9.857
36207,353.271,-31.339,14.409,50.85,62.323,130,153,324.64,11.064,9.939
36208,352.688,-31.822,14.422,55.676,67.346,130,154,326.22,11.025,9.456
36209,352.714,-32.832,14.407,56.199,67.799,131,155,324.23,11.027,9.436
36210,353.325,-33.368,14.38,56.087,67.547,131,155,324.23,11.067,9.492
36211,353.131,-34.371,14.371,58.519,69.609,132,156,324.02,11.054,9.392
36212,353.824,-34.896,14.342,58.358,69.288,133,156,322.54,11.101,9.465
36213,353.837,-35.847,14.325,61.068,71.589,133,157,322.97,11.101,9.339
36214,354.657,-36.329,14.293,62.062,73.139,134,158,320.12,11.156,9.03
36215,354.64,-37.259,14.275,67.278,77.6,135,158,322.51,11.155,8.67
36216,355.296,-37.756,14.246,67.136,77.038,135,159,324.79,11.199,8.842
36217,355.437,-38.782,14.225,57.502,68.855,136,159,322.18,11.208,9.406
36218,354.914,-39.325,14.234,54.49,65.723,136,160,333.04,11.173,9.737
36219,355.258,-40.436,14.214,49.202,61.263,137,161,336.75,11.196,9.899
36220,354.601,-40.991,14.231,41.743,53.366,137,161,336.75,11.152,10.615
36221,354.846,-42.113,14.219,43.341,54.711,137,162,332.16,11.169,10.598
36222,354.211,-42.67,14.24,25.723,34.582,137,163,339.81,11.126,12.183
36223,354.527,-43.775,14.23,22.535,32.133,138,164,341.96,11.148,12.141
36224,353.972,-44.269,14.256,14.686,19.605,137,164,348.01,11.111,12.892
36225,353.107,44.058,13.408,16.182,27.507,135,67,335.83,11.053,11.676
36226,353.614,43.646,13.391,29.332,40.554,136,68,332.83,11.087,10.938
36227,353.517,42.872,13.399,23.387,36.746,136,69,337.05,11.08,10.9
36228,352.903,42.523,13.422,18.998,32.128,135,70,338.51,11.039,11.237
36229,353.107,41.712,13.42,26.385,36.717,135,71,331.93,11.053,11.253
36230,352.438,41.251,13.451,26.44,36.824,135,72,328.05,11.008,11.243
36231,352.691,40.293,13.455,38.173,45.394,135,73,327.03,11.025,11.257
36232,352.109,39.781,13.487,38.679,47.893,134,73,327.52,10.986,10.801
36233,352.195,38.758,13.501,40.395,49.173,134,74,328.81,10.992,10.796
36234,352.86,38.246,13.485,35.253,43.504,134,75,327.28,11.036,11.168
36235,352.604,37.184,13.514,39.663,46.878,134,76,330.03,11.019,11.168
36236,353.184,36.672,13.498,29.076,34.658,134,77,330.49,11.058,11.917
36237,353.248,35.61,13.513,29.062,34.606,134,78,329.39,11.062,11.917
36238,352.737,35.036,13.545,30.161,34.185,133,78,330.43,11.028,12.141
36239,353.202,33.969,13.542,31.032,34.835,133,80,332.32,11.059,12.146
36240,352.691,33.391,13.575,29.107,35.792,133,80,332.32,11.025,11.712
36241,353.144,32.307,13.573,33.143,38.822,133,81,333.76,11.055,11.726
36242,352.631,31.718,13.608,36.072,38.236,132,82,329.5,11.021,12.319
36243,353.104,30.628,13.61,43.448,44.656,132,83,326.59,11.053,12.386
36244,352.635,30.056,13.647,44.557,44.992,131,83,325.71,11.021,12.557
36245,353.096,28.981,13.652,46.713,46.909,131,84,327.67,11.052,12.584
36246,352.591,28.409,13.692,44.864,46.467,131,85,319.21,11.018,12.246
36247,353.009,27.391,13.702,62.306,62.302,131,86,319.32,11.046,12.434
36248,352.49,26.842,13.744,57.311,61.473,130,86,311.06,11.012,11.04
36249,352.936,25.871,13.755,60.133,63.949,130,87,310.91,11.041,10.996
36250,352.449,25.325,13.796,63.009,64.582,129,87,308.92,11.009,11.723
36251,352.899,24.403,13.807,61.057,62.777,129,88,304.98,11.039,11.726
36252,352.386,23.885,13.851,60.607,62.672,128,88,306.06,11.005,11.607
36253,352.375,23.015,13.888,75.409,76.163,127,89,299.36,11.004,11.519
36254,352.864,22.619,13.88,64.736,63.859,127,89,299.36,11.037,12.724
36255,352.439,21.829,13.942,74.081,72.526,126,89,306.76,11.008,13.057
36256,352.906,21.429,13.934,67.63,65.01,126,90,305.52,11.039,13.532
36257,352.491,20.64,13.993,54.46,52.735,125,90,320.08,11.012,13.037
36258,352.964,20.178,13.983,61.726,61.298,125,90,320.08,11.043,12.532
36259,352.588,19.28,14.035,38.425,40.957,124,91,317.45,11.018,12.136
36260,353.102,18.778,14.021,48.196,52.201,125,92,320.41,11.053,11.464
36261,353.098,17.799,14.047,36.742,42.991,124,93,324.15,11.052,11.433
36262,352.564,17.296,14.088,36.529,43.318,124,93,324.15,11.017,11.338
36263,352.574,16.3,14.112,40.076,46.0,123,95,326.09,11.017,11.344
36264,353.124,15.813,14.095,41.082,47.07,124,95,325.66,11.054,11.278
36265,352.857,14.87,14.137,47.183,51.927,123,96,318.28,11.036,11.283
36266,353.446,14.436,14.119,52.115,57.385,123,97,315.44,11.075,10.896
36267,353.533,13.56,14.146,55.132,59.846,123,97,315.44,11.081,10.881
