polygon_id,longitude,latitude,phase_angle,incidence_angle,emission_angle,pixel_x,pixel_y,brightness_temperature,local_solar_time,local_solar_time_normal_vector
24742,46.043,12.407,10.973,55.161,47.403,187,101,324.31,14.582,14.994
24743,46.537,11.694,10.944,55.539,47.851,188,101,327.1,14.615,14.988
24744,46.015,11.243,10.97,56.732,49.034,188,102,323.41,14.58,15.047
24745,46.54,10.546,10.938,58.853,51.588,188,103,325.95,14.615,15.017
24746,46.04,10.102,10.964,51.073,43.658,188,103,325.95,14.582,14.651
24747,46.594,9.419,10.93,54.03,47.238,189,104,322.8,14.619,14.593
24748,46.095,8.969,10.958,49.102,42.23,188,104,324.86,14.585,14.385
24749,46.663,8.325,10.921,54.775,49.021,189,105,318.25,14.623,14.254
24750,46.164,7.895,10.948,53.13,47.355,189,106,319.16,14.59,14.186
24751,46.713,7.297,10.91,55.325,49.914,190,106,315.93,14.626,14.133
24752,46.183,6.877,10.94,53.162,47.752,189,107,318.04,14.591,14.043
24753,46.688,6.354,10.902,62.88,58.903,190,107,319.95,14.625,13.751
24754,46.162,5.935,10.933,47.096,43.645,189,108,314.29,14.59,13.22
24755,46.644,5.45,10.895,51.533,48.698,190,108,314.27,14.622,13.039
24756,46.11,5.037,10.927,61.495,58.192,190,109,318.43,14.586,13.342
24757,46.601,4.547,10.89,46.942,41.274,191,109,324.67,14.619,13.887
24758,46.107,4.083,10.923,40.726,35.069,190,110,322.49,14.586,13.692
24759,46.58,3.521,10.89,43.901,38.88,191,110,322.7,14.618,13.596
24760,46.065,3.032,10.927,31.748,27.23,190,111,329.54,14.583,13.236
24761,46.581,2.449,10.895,25.83,19.321,191,112,325.98,14.618,13.435
24762,46.117,1.983,10.928,51.696,45.418,191,112,325.98,14.587,14.198
24763,46.64,1.45,10.892,51.142,44.735,191,113,316.6,14.622,14.213
24764,46.121,1.048,10.925,50.973,44.533,191,114,318.24,14.587,14.207
24765,46.639,0.532,10.889,52.7,46.565,192,114,317.36,14.622,14.163
24766,46.129,0.135,10.923,47.586,41.409,191,115,319.2,14.588,13.982
24767,46.633,-0.395,10.888,44.969,38.23,192,116,323.85,14.621,14.049
24768,46.11,-0.81,10.925,45.587,38.816,192,116,323.85,14.586,14.071
24769,46.594,-1.401,10.899,32.012,21.221,192,117,327.45,14.619,14.452
24770,46.092,-1.821,10.935,53.859,44.219,192,118,328.68,14.585,15.346
24771,46.574,-2.449,10.912,49.943,39.415,192,118,328.68,14.617,15.426
24772,46.075,-2.835,10.946,52.703,42.251,192,119,327.27,14.584,15.55
24773,46.572,-3.47,10.923,54.198,44.058,193,120,325.55,14.617,15.524
24774,46.105,-3.846,10.955,47.548,37.063,192,120,329.35,14.586,15.236
24775,46.611,-4.492,10.936,43.566,33.078,193,121,326.14,14.62,15.385
24776,46.129,-4.895,10.974,46.584,35.792,192,122,334.62,14.588,15.55
24777,46.623,-5.538,10.963,50.694,43.289,193,123,335.11,14.621,15.784
24778,46.144,-5.913,11.004,49.81,43.127,192,124,333.24,14.589,15.653
24779,46.631,-6.551,10.998,47.719,39.986,192,124,333.24,14.621,15.601
24780,46.148,-6.941,11.038,48.956,40.562,192,125,332.83,14.589,15.731
24781,46.626,-7.586,11.033,52.645,46.289,192,126,331.07,14.621,15.835
24782,46.162,-7.972,11.072,56.269,47.693,191,127,331.72,14.59,16.257
24783,46.636,-8.614,11.068,58.404,51.016,192,127,330.07,14.621,16.354
24784,46.17,-8.999,11.107,57.38,50.636,191,128,331.03,14.59,16.229
24785,46.642,-9.647,11.105,56.067,48.683,191,129,330.44,14.622,16.183
24786,46.194,-10.023,11.142,55.45,48.446,191,129,330.44,14.592,16.109
24787,46.664,-10.671,11.142,58.421,52.918,191,130,327.62,14.623,16.197
24788,46.199,-11.031,11.18,59.576,53.108,190,131,330.21,14.592,16.38
24789,46.66,-11.676,11.181,60.739,54.869,191,132,325.99,14.623,16.423
24790,46.209,-12.034,11.218,60.85,54.879,190,132,330.91,14.593,16.44
24791,46.673,-12.696,11.219,60.315,54.114,190,133,331.45,14.624,16.421
24792,46.216,-13.063,11.256,60.852,54.274,190,133,331.45,14.593,16.492
24793,46.664,-13.751,11.259,61.354,55.077,190,134,332.01,14.623,16.511
24794,46.218,-14.13,11.294,64.067,56.304,189,135,335.04,14.594,16.799
24795,46.664,-14.857,11.298,63.214,54.938,190,136,335.81,14.623,16.751
24796,46.202,-15.238,11.333,58.97,52.63,189,136,332.62,14.592,16.332
24797,46.186,-15.979,11.358,55.153,45.92,189,137,335.91,14.591,16.196
24798,46.625,-16.376,11.349,59.313,50.637,189,138,336.47,14.621,16.48
24799,46.186,-17.126,11.393,58.712,49.184,189,139,333.01,14.591,16.443
24800,46.666,-17.533,11.381,52.3,41.995,189,139,333.01,14.623,15.988
24801,46.265,-18.275,11.423,52.701,43.781,188,140,337.69,14.597,16.021
24802,46.764,-18.698,11.41,45.306,35.34,189,141,337.94,14.63,15.523
24803,46.34,-19.436,11.454,45.461,36.47,188,142,337.52,14.602,15.522
24804,46.84,-19.869,11.441,46.926,38.198,189,142,337.94,14.635,15.616
24805,46.409,-20.599,11.487,48.293,41.478,188,143,336.52,14.606,15.601
24806,46.91,-21.037,11.477,54.844,48.76,189,144,330.07,14.64,16.017
24807,46.457,-21.733,11.525,57.765,53.603,188,145,328.59,14.609,16.032
24808,46.929,-22.153,11.517,59.781,55.794,188,145,328.59,14.641,16.179
24809,46.46,-22.815,11.566,60.727,57.26,188,146,330.2,14.61,16.187
24810,46.95,-23.241,11.558,58.85,55.29,188,146,330.2,14.642,16.045
24811,46.482,-23.899,11.607,59.421,56.188,187,147,323.47,14.611,16.044
24812,46.968,-24.359,11.599,49.227,45.268,187,147,323.47,14.644,15.366
24813,46.465,-24.992,11.649,56.743,56.667,187,148,333.48,14.61,15.081
24814,46.919,-25.469,11.644,49.053,48.8,187,148,333.48,14.64,14.605
24815,46.402,-26.088,11.693,48.586,48.113,186,149,329.96,14.606,14.639
24816,46.867,-26.56,11.688,61.307,61.206,186,150,333.44,14.637,15.511
24817,46.389,-27.193,11.735,54.53,50.85,186,150,333.44,14.605,15.729
24818,46.866,-27.702,11.73,50.124,46.15,186,151,336.35,14.637,15.445
24819,46.4,-28.397,11.776,49.983,45.886,185,151,334.27,14.606,15.453
24820,46.868,-28.925,11.772,49.85,45.773,186,152,336.39,14.637,15.445
24821,46.401,-29.616,11.818,50.214,46.507,185,153,336.0,14.606,15.421
24822,46.86,-30.155,11.815,49.414,45.677,185,153,336.0,14.636,15.372
24823,46.374,-30.842,11.861,49.864,46.609,184,154,338.16,14.604,15.335
24824,46.803,-31.393,11.861,46.274,42.765,185,155,340.62,14.633,15.126
24825,46.304,-32.072,11.907,47.727,45.729,184,155,339.71,14.599,14.978
24826,46.734,-32.636,11.907,39.601,37.16,184,156,343.39,14.628,14.552
24827,46.237,-33.31,11.952,38.53,33.994,184,157,346.4,14.595,14.754
24828,46.621,-33.854,11.952,22.863,14.584,184,157,346.4,14.62,13.988
24829,46.08,-34.513,11.998,21.758,20.055,183,158,345.62,14.584,13.59
24830,46.413,-35.035,12.0,11.966,8.644,184,159,351.48,14.606,13.23
24831,45.931,-35.66,12.043,16.935,5.377,183,160,337.38,14.574,13.559
24832,46.349,-36.188,12.042,45.887,42.176,183,160,337.38,14.602,15.154
24833,47.735,36.761,10.996,51.001,44.499,184,77,325.98,14.695,14.693
24834,47.288,36.129,11.011,50.692,44.157,184,77,325.98,14.665,14.679
24835,47.705,35.425,10.987,51.408,45.285,184,78,323.93,14.693,14.596
24836,47.256,34.795,11.001,53.184,47.028,184,78,323.93,14.663,14.682
24837,47.698,34.082,10.976,51.976,45.13,184,79,325.13,14.692,14.809
24838,47.272,33.457,10.99,51.734,44.854,184,80,323.36,14.664,14.798
24839,47.741,32.739,10.962,54.264,48.616,185,80,322.1,14.695,14.561
24840,47.307,32.121,10.977,53.46,47.785,185,81,323.46,14.666,14.524
24841,47.76,31.4,10.949,52.362,46.19,185,82,322.71,14.696,14.615
24842,47.3,30.792,10.965,56.27,50.073,185,82,322.71,14.666,14.806
24843,47.717,30.073,10.939,57.041,51.124,186,83,319.19,14.693,14.751
24844,47.24,29.487,10.955,61.298,55.324,185,83,322.77,14.662,14.989
24845,47.709,28.766,10.926,58.271,51.213,186,84,325.41,14.693,15.162
24846,47.284,28.182,10.942,47.669,40.363,186,84,325.41,14.664,14.662
24847,47.793,27.442,10.913,50.431,44.211,186,85,324.75,14.699,14.499
24848,47.334,26.861,10.932,48.702,42.443,186,86,324.36,14.668,14.424
24849,47.765,26.142,10.903,56.796,52.88,187,86,320.91,14.697,13.975
24850,47.246,25.573,10.925,46.134,42.706,186,87,324.38,14.662,13.516
24851,47.672,24.856,10.897,39.303,33.578,187,87,325.15,14.69,13.909
24852,47.199,24.287,10.919,55.523,49.708,186,88,330.4,14.659,14.57
24853,47.727,23.568,10.889,46.473,37.387,187,89,335.84,14.694,15.004
24854,47.299,23.014,10.911,38.258,28.61,187,89,335.84,14.666,14.66
24855,47.863,22.265,10.883,42.054,34.277,187,90,335.27,14.703,14.456
24856,47.401,21.711,10.908,35.169,27.087,187,91,334.97,14.672,14.189
24857,47.923,20.945,10.879,37.768,30.816,188,92,332.98,14.707,14.076
24858,47.439,20.392,10.906,38.754,31.775,187,92,333.66,14.675,14.114
24859,47.942,19.624,10.877,40.372,33.929,188,93,331.59,14.708,14.054
24860,47.451,19.078,10.903,41.71,35.228,188,94,333.86,14.676,14.106
24861,47.977,18.31,10.873,38.071,30.305,188,95,329.92,14.711,14.235
24862,47.501,17.771,10.899,45.586,37.997,188,95,329.92,14.679,14.532
24863,48.036,17.009,10.868,48.183,41.317,189,96,327.57,14.715,14.456
24864,47.535,16.485,10.894,45.09,38.163,188,96,329.05,14.681,14.327
24865,48.068,15.723,10.863,43.015,35.464,189,97,330.89,14.717,14.386
24866,47.576,15.199,10.89,42.525,34.927,188,98,331.73,14.684,14.367
24867,48.119,14.432,10.86,42.122,34.382,189,99,329.99,14.72,14.378
24868,47.615,13.915,10.888,43.801,36.067,189,99,329.99,14.687,14.446
24869,48.128,13.156,10.858,44.896,37.448,189,100,330.19,14.721,14.419
24870,47.596,12.654,10.888,45.699,38.227,189,101,328.19,14.685,14.453
24871,48.097,11.919,10.857,50.011,43.539,190,101,327.73,14.719,14.354
24872,47.569,11.444,10.885,50.493,43.989,189,102,323.01,14.684,14.375
24873,48.101,10.748,10.851,53.177,47.187,190,103,325.76,14.719,14.317
24874,47.596,10.301,10.877,53.316,47.297,190,103,325.76,14.685,14.323
24875,48.154,9.644,10.839,55.87,50.284,191,104,320.88,14.723,14.269
24876,47.654,9.206,10.866,49.141,43.603,190,104,321.36,14.689,13.992
24877,48.232,8.564,10.826,50.83,45.568,191,105,322.28,14.728,13.951
24878,47.741,8.134,10.853,53.192,47.87,191,105,322.28,14.695,14.043
24879,48.281,7.504,10.815,51.386,45.741,191,106,320.14,14.731,14.082
24880,47.753,7.097,10.844,56.506,50.753,191,106,320.14,14.696,14.311
24881,48.259,6.474,10.808,53.598,47.356,192,107,321.76,14.73,14.357
24882,47.724,6.15,10.836,70.705,64.321,191,107,325.98,14.694,15.348
24883,48.19,5.515,10.804,58.419,50.269,192,108,317.93,14.725,15.246
24884,47.634,5.234,10.832,68.133,60.038,192,108,317.93,14.688,15.84
24885,47.616,4.595,10.829,62.943,54.144,192,109,316.77,14.687,15.73
24886,48.138,4.229,10.797,64.663,57.671,193,110,314.61,14.721,15.175
24887,48.111,3.616,10.793,60.274,52.679,193,110,314.61,14.72,15.133
24888,47.558,3.306,10.825,50.745,43.151,192,111,331.04,14.683,14.617
24889,47.564,2.599,10.828,40.283,30.775,192,112,333.19,14.683,14.614
24890,48.126,2.261,10.792,42.229,36.483,193,112,327.11,14.721,13.736
24891,48.176,1.612,10.787,47.917,42.811,194,113,321.6,14.724,13.69
24892,47.668,1.265,10.821,47.21,42.112,193,113,322.86,14.69,13.661
24893,48.171,0.661,10.784,43.418,37.857,194,114,320.74,14.724,13.691
24894,47.663,0.33,10.819,51.976,46.06,193,115,323.54,14.69,14.061
24895,48.16,-0.319,10.787,32.086,22.955,194,116,331.5,14.723,14.092
24896,47.64,-0.648,10.823,53.471,44.784,194,116,331.5,14.688,15.049
24897,47.612,-1.34,10.832,38.647,27.825,194,117,332.11,14.686,14.927
24898,48.107,-1.749,10.809,40.988,30.33,194,118,333.81,14.719,15.182
24899,47.569,-2.439,10.853,47.977,37.596,194,119,332.42,14.684,15.268
24900,48.047,-2.847,10.831,49.834,39.005,194,119,332.42,14.716,15.653
24901,47.547,-3.493,10.867,57.126,46.872,194,120,326.43,14.682,15.766
24902,48.043,-3.903,10.844,57.984,47.309,194,121,324.76,14.715,16.019
24903,47.573,-4.527,10.881,50.111,39.7,194,122,329.39,14.684,15.825
24904,48.055,-4.975,10.864,48.546,37.912,194,122,329.39,14.716,15.688
24905,47.588,-5.584,10.908,45.444,38.644,194,123,333.25,14.685,15.361
24906,48.068,-6.02,10.896,47.911,41.566,194,124,332.49,14.717,15.491
24907,47.591,-6.613,10.944,47.451,39.791,193,125,332.8,14.685,15.581
24908,48.046,-7.055,10.934,52.721,46.023,194,125,333.21,14.715,15.879
24909,47.566,-7.64,10.983,52.898,46.556,193,126,330.67,14.683,15.857
24910,48.028,-8.089,10.973,48.369,41.309,193,127,330.51,14.714,15.601
24911,47.564,-8.678,11.02,48.566,42.215,193,128,331.79,14.683,15.546
24912,48.014,-9.129,11.012,54.699,49.321,193,128,331.79,14.713,15.89
24913,47.562,-9.715,11.059,53.922,46.793,192,129,327.81,14.683,16.01
24914,48.018,-10.169,11.052,57.39,50.829,193,130,330.15,14.714,16.224
24915,47.572,-10.751,11.097,57.923,52.525,192,130,326.48,14.684,16.149
24916,47.991,-11.182,11.094,61.334,56.413,192,131,328.95,14.712,16.374
24917,47.547,-11.75,11.139,60.827,54.98,192,132,331.87,14.682,16.431
24918,47.975,-12.189,11.136,63.221,57.713,192,132,331.87,14.711,16.597
24919,47.554,-12.779,11.179,62.888,56.428,191,133,332.28,14.682,16.646
24920,47.977,-13.245,11.176,62.046,55.494,191,134,331.3,14.711,16.587
24921,47.547,-13.852,11.22,62.076,55.756,191,134,331.3,14.682,16.574
24922,47.987,-14.361,11.216,53.398,45.71,191,135,331.79,14.711,16.018
24923,47.553,-14.989,11.259,53.347,45.782,190,136,335.81,14.682,16.006
24924,47.984,-15.519,11.255,58.177,51.493,191,136,334.5,14.711,16.304
24925,47.511,-16.149,11.299,59.015,50.385,190,137,337.84,14.68,16.458
24926,47.969,-16.677,11.291,45.245,34.035,190,138,340.42,14.71,15.39
24927,47.562,-17.31,11.328,40.076,30.123,190,139,341.53,14.683,15.168
24928,48.071,-17.843,11.317,45.43,36.724,190,140,340.42,14.717,15.512
24929,47.674,-18.489,11.357,47.024,37.061,190,140,340.42,14.691,15.639
24930,48.161,-19.041,11.348,49.934,40.6,190,141,335.95,14.723,15.838
24931,47.751,-19.683,11.389,49.306,40.483,190,142,332.47,14.696,15.785
24932,48.198,-20.244,11.385,57.263,49.949,190,143,329.54,14.726,16.287
24933,47.788,-20.868,11.427,56.979,50.636,190,143,329.54,14.698,16.202
24934,48.232,-21.409,11.426,61.956,56.341,190,144,330.19,14.728,16.532
24935,47.826,-21.997,11.468,62.262,57.873,189,145,331.66,14.701,16.441
24936,48.298,-22.557,11.464,38.759,30.327,190,145,331.74,14.732,15.048
24937,47.892,-23.136,11.506,42.659,43.699,189,146,338.44,14.705,13.887
24938,48.375,-23.73,11.503,36.769,37.653,189,147,332.6,14.737,13.718
24939,47.921,-24.294,11.548,35.595,35.478,189,147,332.6,14.707,13.89
24940,48.394,-24.827,11.545,64.705,66.051,189,148,324.41,14.739,15.235
24941,47.895,-25.37,11.592,58.77,56.344,188,148,325.79,14.705,15.863
24942,48.328,-25.906,11.592,55.833,53.169,188,149,325.92,14.734,15.668
24943,47.815,-26.478,11.639,59.815,60.129,187,149,334.44,14.7,15.232
24944,48.258,-27.019,11.639,49.948,49.771,188,150,330.48,14.729,14.662
24945,47.785,-27.611,11.683,47.554,44.134,187,151,335.7,14.698,15.185
24946,48.222,-28.217,11.685,53.601,50.847,187,151,335.7,14.727,15.521
24947,47.77,-28.836,11.728,53.114,48.483,186,152,336.39,14.697,15.759
24948,48.188,-29.454,11.731,52.19,47.47,187,152,338.24,14.725,15.704
24949,47.744,-30.082,11.773,52.166,47.935,186,153,337.29,14.695,15.643
24950,48.163,-30.714,11.776,43.669,38.283,186,154,338.34,14.723,15.176
24951,47.706,-31.337,11.818,43.422,40.529,186,155,340.54,14.693,14.85
24952,48.09,-31.978,11.823,41.841,38.792,186,155,340.54,14.718,14.778
24953,47.615,-32.596,11.865,41.841,38.873,185,156,342.31,14.687,14.768
24954,48.001,-33.206,11.869,23.292,15.893,185,157,348.92,14.713,13.995
24955,47.502,-33.788,11.91,24.193,15.831,185,157,348.92,14.679,14.078
24956,47.825,-34.357,11.914,21.687,11.329,185,158,347.58,14.701,13.918
24957,47.278,-34.944,11.958,17.192,11.344,184,159,351.48,14.664,13.578
24958,47.603,-35.538,11.964,44.596,43.773,185,160,341.66,14.686,14.59
24959,47.158,-36.159,12.006,43.975,40.742,184,160,345.91,14.656,14.964
24960,47.581,-36.769,12.009,30.004,25.052,184,161,344.42,14.684,14.287
24961,49.044,37.324,10.943,47.573,42.038,185,76,327.56,14.782,14.294
24962,48.598,36.69,10.957,47.557,41.989,185,77,324.63,14.752,14.293
24963,49.01,35.974,10.931,48.749,43.839,185,77,324.63,14.78,14.154
24964,48.563,35.341,10.946,47.348,42.435,185,78,325.08,14.75,14.094
24965,49.009,34.624,10.92,45.23,39.06,186,79,327.03,14.779,14.331
24966,48.592,33.994,10.934,48.989,42.819,185,79,325.55,14.752,14.488
24967,49.074,33.27,10.905,50.803,45.568,186,80,322.17,14.784,14.297
24968,48.65,32.641,10.919,52.851,47.576,186,81,324.21,14.756,14.386
24969,49.113,31.917,10.89,51.628,45.785,186,81,324.21,14.786,14.498
24970,48.658,31.295,10.906,51.252,45.379,186,82,324.04,14.756,14.481
24971,49.08,30.568,10.878,52.641,47.347,187,82,324.25,14.784,14.361
24972,48.599,29.954,10.895,55.107,49.752,186,83,319.19,14.752,14.479
24973,49.069,29.231,10.867,49.377,41.39,187,84,322.59,14.784,14.94
24974,48.655,28.627,10.882,61.77,54.195,187,84,322.59,14.756,15.533
24975,49.171,27.891,10.853,59.613,51.071,187,85,322.88,14.79,15.674
24976,48.733,27.29,10.868,63.706,55.278,187,85,322.88,14.761,15.896
24977,49.152,26.561,10.842,66.567,59.228,188,86,316.47,14.789,15.754
24978,48.64,25.997,10.858,68.45,61.109,188,86,316.47,14.755,15.877
24979,49.065,25.272,10.833,65.129,56.608,188,87,323.05,14.783,16.006
24980,48.614,24.701,10.849,55.405,46.507,188,88,334.4,14.753,15.491
24981,49.167,23.951,10.82,57.181,48.95,189,89,325.79,14.79,15.41
24982,48.752,23.386,10.838,44.645,35.763,188,89,330.6,14.762,14.859
24983,49.334,22.633,10.807,46.834,38.878,189,90,328.5,14.801,14.749
24984,48.872,22.067,10.83,44.045,35.942,189,91,330.98,14.771,14.634
24985,49.402,21.301,10.801,43.093,34.566,189,91,330.98,14.806,14.682
24986,48.915,20.734,10.826,45.185,36.711,189,92,330.98,14.773,14.77
24987,49.424,19.963,10.799,45.849,37.624,190,93,330.82,14.807,14.74
24988,48.933,19.406,10.823,48.263,40.087,189,93,330.76,14.774,14.845
24989,49.471,18.636,10.794,47.699,39.316,190,94,331.58,14.81,14.866
24990,49.005,18.086,10.818,43.232,34.612,189,95,332.09,14.779,14.681
24991,49.552,17.312,10.788,45.181,37.258,190,96,328.5,14.816,14.606
24992,49.057,16.775,10.812,52.651,44.907,190,96,328.5,14.783,14.932
24993,49.593,16.003,10.783,49.226,40.453,190,97,331.36,14.819,15.031
24994,49.105,15.476,10.807,50.656,41.908,190,98,329.89,14.786,15.095
24995,49.654,14.707,10.777,53.715,45.815,191,98,329.14,14.822,15.017
24996,49.159,14.189,10.802,44.822,36.602,190,99,329.2,14.789,14.631
24997,49.675,13.439,10.771,49.607,42.711,191,100,329.39,14.824,14.494
24998,49.149,12.924,10.8,43.178,36.183,191,100,329.39,14.789,14.232
24999,49.628,12.24,10.767,55.398,51.035,191,101,327.72,14.821,13.839
25000,49.109,11.738,10.795,42.867,38.938,191,102,325.81,14.786,13.393
25001,49.636,11.064,10.76,34.647,28.574,192,102,331.01,14.821,13.698
25002,49.156,10.548,10.787,53.239,47.244,191,103,324.48,14.789,14.325
25003,49.713,9.88,10.75,50.549,43.923,192,104,321.74,14.826,14.409
25004,49.215,9.424,10.775,60.063,53.524,192,104,321.74,14.793,14.829
25005,49.788,8.768,10.737,57.286,50.172,193,105,318.24,14.831,14.884
25006,49.303,8.347,10.761,59.424,52.325,192,105,319.76,14.799,14.986
25007,49.858,7.678,10.725,57.283,49.734,193,106,316.5,14.836,15.02
25008,49.326,7.266,10.752,59.104,51.56,193,106,316.5,14.801,15.111
25009,49.833,6.607,10.718,60.122,52.762,194,107,319.57,14.834,15.099
25010,49.293,6.222,10.746,58.797,51.386,193,107,321.88,14.799,15.032
25011,49.769,5.569,10.714,56.617,48.773,194,108,319.02,14.83,15.055
25012,49.201,5.185,10.745,57.06,49.192,193,109,316.53,14.793,15.077
25013,49.693,4.555,10.712,61.872,54.866,194,109,317.24,14.825,15.033
25014,49.176,4.22,10.738,64.788,57.794,194,110,316.44,14.791,15.193
25015,49.66,3.587,10.706,55.943,47.383,195,111,315.48,14.823,15.231
25016,49.097,3.258,10.735,64.643,56.233,194,111,315.74,14.785,15.706
25017,49.1,2.61,10.732,61.635,52.712,194,112,321.14,14.786,15.683
25018,49.671,2.294,10.697,62.231,55.39,195,112,314.84,14.824,14.945
25019,49.712,1.766,10.685,70.299,64.619,196,113,308.73,14.826,14.881
25020,49.19,1.433,10.715,49.216,43.672,195,113,319.27,14.792,13.873
25021,49.691,0.896,10.678,44.719,38.297,196,114,319.25,14.825,13.989
25022,49.18,0.472,10.713,46.037,39.585,195,115,323.54,14.791,14.034
25023,49.663,-0.107,10.681,39.615,31.611,196,115,326.67,14.823,14.197
25024,49.152,-0.567,10.721,29.422,20.941,196,116,330.26,14.789,13.854
25025,49.613,-1.202,10.697,26.196,16.231,196,117,337.39,14.82,13.955
25026,49.1,-1.684,10.743,19.539,8.891,196,118,340.23,14.786,13.689
25027,49.547,-2.337,10.723,20.296,10.185,196,119,336.75,14.816,13.65
25028,49.036,-2.809,10.768,26.929,17.382,196,119,336.75,14.781,13.9
25029,49.513,-3.459,10.745,25.537,15.337,196,120,335.26,14.813,13.942
25030,49.024,-3.908,10.785,37.655,28.248,196,121,334.17,14.781,14.393
25031,49.522,-4.557,10.766,33.887,25.413,196,122,334.4,14.814,14.709
25032,49.026,-5.001,10.808,42.664,32.05,196,122,334.4,14.781,15.291
25033,49.514,-5.619,10.8,53.35,48.238,196,123,333.02,14.813,15.739
25034,49.022,-6.029,10.843,54.999,47.962,195,124,327.79,14.781,16.079
25035,49.485,-6.628,10.841,55.569,48.782,196,125,330.17,14.811,16.103
25036,48.983,-7.061,10.884,55.73,48.812,195,125,328.62,14.778,16.126
25037,49.437,-7.669,10.884,56.661,50.132,195,126,327.1,14.808,16.165
25038,48.959,-8.111,10.924,58.662,50.816,195,127,330.26,14.776,16.405
25039,49.434,-8.74,10.923,59.299,51.745,195,128,328.64,14.808,16.438
25040,48.952,-9.168,10.964,56.748,51.15,194,128,330.99,14.776,16.08
25041,49.417,-9.782,10.965,57.463,52.157,194,129,331.54,14.807,16.106
25042,48.934,-10.197,11.006,58.915,52.235,194,130,330.1,14.774,16.353
25043,49.407,-10.84,11.008,59.443,53.007,194,130,330.1,14.806,16.378
25044,48.908,-11.242,11.049,57.371,53.041,193,131,330.46,14.773,15.971
25045,49.381,-11.889,11.052,55.381,50.373,193,132,333.58,14.804,15.914
25046,48.89,-12.267,11.093,54.818,50.613,193,132,333.58,14.772,15.753
25047,49.395,-12.955,11.093,51.954,46.653,193,133,333.18,14.805,15.696
25048,48.901,-13.344,11.134,51.893,46.652,192,134,335.87,14.773,15.683
25049,49.414,-14.084,11.134,49.738,43.496,193,135,338.0,14.807,15.643
25050,48.927,-14.493,11.173,51.784,44.278,192,135,335.84,14.774,15.893
25051,49.428,-15.272,11.174,51.248,43.424,192,136,336.74,14.807,15.877
25052,48.918,-15.669,11.213,47.193,41.78,192,137,341.41,14.773,15.374
25053,48.925,-16.436,11.235,44.004,32.84,192,138,339.46,14.774,15.305
25054,49.434,-16.838,11.219,47.306,36.499,192,138,339.46,14.808,15.602
25055,48.988,-17.613,11.263,46.989,38.226,192,139,338.9,14.778,15.623
25056,49.524,-18.028,11.247,34.815,24.077,192,140,339.13,14.814,14.78
25057,49.095,-18.81,11.293,34.434,26.047,191,141,335.29,14.785,14.753
25058,49.606,-19.233,11.28,48.998,42.62,192,141,336.63,14.819,15.621
25059,49.122,-20.027,11.332,48.825,42.324,191,142,333.7,14.787,15.62
25060,49.593,-20.45,11.324,53.974,48.023,192,143,334.49,14.818,15.948
25061,49.115,-21.209,11.376,56.137,51.425,191,144,331.1,14.787,15.981
25062,49.597,-21.594,11.369,66.756,62.716,191,144,331.1,14.819,16.803
25063,49.185,-22.356,11.415,58.235,48.686,190,145,331.74,14.791,16.408
25064,49.655,-22.766,11.409,76.115,68.366,191,146,320.38,14.822,17.701
25065,49.249,-23.561,11.454,77.256,70.266,190,147,320.37,14.796,17.803
25066,49.74,-23.978,11.449,64.441,56.383,190,147,320.37,14.828,16.841
25067,49.338,-24.68,11.494,76.596,74.889,190,148,320.44,14.801,17.651
25068,49.854,-25.087,11.488,54.249,51.504,190,148,320.44,14.836,15.559
25069,49.343,-25.771,11.539,54.735,52.292,189,149,323.17,14.802,15.543
25070,49.804,-26.269,11.536,51.81,49.174,190,149,338.24,14.832,15.361
25071,49.233,-26.945,11.59,54.22,53.014,189,150,328.15,14.794,15.24
25072,49.702,-27.454,11.587,51.299,49.972,189,150,328.15,14.826,15.06
25073,49.164,-28.134,11.638,50.213,48.205,188,151,335.93,14.79,15.133
25074,49.633,-28.68,11.637,43.612,41.191,188,152,340.13,14.821,14.776
25075,49.111,-29.382,11.686,43.024,40.011,188,152,340.13,14.786,14.836
25076,49.567,-29.95,11.685,41.821,38.733,188,153,341.12,14.817,14.776
25077,49.063,-30.654,11.733,40.873,35.99,187,154,339.92,14.783,14.941
25078,49.525,-31.232,11.732,38.28,33.065,187,154,339.92,14.814,14.809
25079,49.009,-31.932,11.78,39.372,36.893,187,155,340.36,14.779,14.548
25080,49.425,-32.514,11.781,33.818,30.798,187,156,344.34,14.807,14.31
25081,48.892,-33.168,11.827,34.947,26.398,186,157,346.95,14.772,14.799
25082,49.302,-33.74,11.829,44.303,38.062,187,157,345.25,14.799,15.307
25083,48.733,-34.348,11.874,48.55,38.719,186,158,339.63,14.761,15.744
25084,49.067,-34.927,11.88,51.843,42.861,186,159,341.18,14.783,15.967
25085,48.485,-35.529,11.926,48.674,46.96,185,160,341.66,14.745,15.031
25086,48.802,-36.121,11.933,22.708,16.257,186,160,346.63,14.766,13.931
25087,48.341,-36.738,11.975,20.996,19.647,185,161,347.06,14.735,13.543
25088,48.71,-37.298,11.979,11.549,9.306,185,162,347.87,14.76,13.187
25089,50.359,37.861,10.888,48.525,43.433,186,76,325.85,14.87,14.224
25090,49.906,37.233,10.902,46.122,41.043,186,76,325.85,14.839,14.12
25091,50.32,36.498,10.876,46.429,41.496,186,77,325.46,14.867,14.087
25092,49.869,35.874,10.891,49.147,44.12,186,78,326.32,14.837,14.205
25093,50.317,35.13,10.862,48.76,43.521,187,78,325.59,14.867,14.244
